Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence 
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,39WEL4000,Ashford,DMT,No,No,No,WESTWAY ELECTRONICS LTD.,India,,12000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad5
Reliance Digital,Ground First & Second Floor Municpal No- 6-3-670 Durga Nagar Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43P8B,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,25990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0cc
Reliance Digital,Ground First & Second Floor Municpal No- 6-3-670 Durga Nagar Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32 S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0cb
Reliance Digital,Ground First & Second Floor Municpal No- 6-3-670 Durga Nagar Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3281,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,,,7990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c9
Reliance Digital,Ground First & Second Floor Municpal No- 6-3-670 Durga Nagar Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43F490,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0ca
Reliance Digital,Ground First & Second Floor Municpal No- 6-3-670 Durga Nagar Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L55U1X0IV,LLOYD,DMT,No,No,No,Havells India Ltd. ,China (PRC),,60000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c8
Croma,Grnd Flr 6-3-664 Panjagutta Main Road Prestige Towers Somajiguda Matha Nagar Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55BPX,VU,DMT,No,No,No,VU Technologies Pvt Ltd.,China,,34990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d102
Croma,Grnd Flr 6-3-664 Panjagutta Main Road Prestige Towers Somajiguda Matha Nagar Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32OA,VU,DMT,Yes,Yes,Both,VU Technologies Pvt Ltd.,China,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0f6
Croma,Grnd Flr 6-3-664 Panjagutta Main Road Prestige Towers Somajiguda Matha Nagar Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40PL,VU,DMT,Yes,Yes,Both,HISENSE INTERNATIONAL CO. LTD,China,,17990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0fa
Croma,Grnd Flr 6-3-664 Panjagutta Main Road Prestige Towers Somajiguda Matha Nagar Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0f4
Croma,Grnd Flr 6-3-664 Panjagutta Main Road Prestige Towers Somajiguda Matha Nagar Punjagutta Hyderabad Telangana 500018,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0f2
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Dawn 32 Smart,Smartlight,DMT,No,No,No,Mr. Care Center Private Limited,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce38
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40HG,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,October 2018,21990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce37
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,M32HD200,Mytron,DMT,No,No,No,Dixon Technologies (India) Ltd,India,2017,9490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce36
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,MiDE040v45,Mitashi,DMT,No,No,No,Infinity Industries Pvt Ltd,India,September 20019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce35
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LT-32N385C,JVC,DMT,No,Yes,No,Veira Electronics Private Limited,India,,9499,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce34
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Fiesta 40,IMPEX,DMT,No,Yes,No,"Jinpin Electrical Co., Ltd.",China,,21690,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce33
Nandilath G Mart,"Ernakulam Rd, Toll Junction, Edappally, Kochi, Kerala 682024, India",Edappally,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,G-Ten 43,G-TEN,DMT,,No,No,Logic India Trading Company,India,,19900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce32
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X8000G,SONY,DMT,No,Yes,Both,Sony india,Japan,2019,84990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3b7
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32R302F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,16490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c399
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-55X9500G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,156990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c9
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55U5570,RECONNECT,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,2019,37990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c394
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49UJ632T,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,38590,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3be
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LJ616D,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,13499,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3bf
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55C8PTA,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,146990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3bd
eZONE,"EDM Mall-plot No.1-kaushambi Ghaziabad Delhi/ncr, Uttar Pradesh 201010",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLE49EXFN83,KORYO,DMT,No,Yes,Both,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,2019,27990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c393
Pittappillil,Digi Park Ernakulam Rd Toll Junction Edappally Kochi Kerala 682024 Trivandrum,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500,TCL ,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,15900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c600
Pittappillil,Digi Park Ernakulam Rd Toll Junction Edappally Kochi Kerala 682024 Trivandrum,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43S6500FS,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,27900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c5ff
Pittappillil,Digi Park Ernakulam Rd Toll Junction Edappally Kochi Kerala 682024 Trivandrum,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T8361HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c601
Pittappillil,Digi Park Ernakulam Rd Toll Junction Edappally Kochi Kerala 682024 Trivandrum,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,IBLLE320H,iBELL,DMT,No,No,No,"Guangdong Asano Technology Co., Ltd",China,,9900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c602
Tirumala Music Center,D.No. 1-10-1 To 8D Main Road Old Patigadda Prakash Nagar Beside Rahul Automobiles Begumpet Prakash Nagar Begumpet Hyderabad Telangana 500016,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0dd
Tirumala Music Center,D.No. 1-10-1 To 8D Main Road Old Patigadda Prakash Nagar Beside Rahul Automobiles Begumpet Prakash Nagar Begumpet Hyderabad Telangana 500016,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500 FS,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d187
Tirumala Music Center,D.No. 1-10-1 To 8D Main Road Old Patigadda Prakash Nagar Beside Rahul Automobiles Begumpet Prakash Nagar Begumpet Hyderabad Telangana 500016,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32 S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d186
Tirumala Music Center,D.No. 1-10-1 To 8D Main Road Old Patigadda Prakash Nagar Beside Rahul Automobiles Begumpet Prakash Nagar Begumpet Hyderabad Telangana 500016,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32M5-AL,Mi,DMT,No,No,No,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d189
Tirumala Music Center,D.No. 1-10-1 To 8D Main Road Old Patigadda Prakash Nagar Beside Rahul Automobiles Begumpet Prakash Nagar Begumpet Hyderabad Telangana 500016,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43UHD LED (M43U2),METZ,DMT,No,No,No,Mirc Electronics Ltd,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d188
Kashinath Electronics,C/S/17 New Bypass Road Samrat Ashok Rd Pathare - Thube Nagar Ashoka Nagar Chandan Nagar Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,TCL ,DMT,No,No,No,,,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae3
Kashinath Electronics,C/S/17 New Bypass Road Samrat Ashok Rd Pathare - Thube Nagar Ashoka Nagar Chandan Nagar Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,S3229,Sansui,DMT,No,No,No,,,2017,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae4
Kashinath Electronics,C/S/17 New Bypass Road Samrat Ashok Rd Pathare - Thube Nagar Ashoka Nagar Chandan Nagar Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T8361HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,9490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae2
Kashinath Electronics,C/S/17 New Bypass Road Samrat Ashok Rd Pathare - Thube Nagar Ashoka Nagar Chandan Nagar Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Megamax,DMT,No,No,No,,,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae1
Kashinath Electronics,C/S/17 New Bypass Road Samrat Ashok Rd Pathare - Thube Nagar Ashoka Nagar Chandan Nagar Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Crown,DMT,No,No,No,,,,10000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae0
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,GL32H0B0ZS,LLOYD,DMT,No,Yes,Both,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,15990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c53e
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,IXG 32,IMPEX,DMT,No,Yes,No,KCM Appliances Pvt. Ltd. ,India,,10900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c53c
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,IXT 32 Pro,IMPEX,DMT,No,No,No,KCM Appliances Pvt. Ltd. ,India,July 2019,19500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c53d
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Gloria 43,IMPEX,DMT,No,Yes,No,KCM Appliances Pvt. Ltd. ,,,37690,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c535
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Gloria 43,IMPEX,DMT,No,Yes,No,KCM Appliances Pvt. Ltd. ,India,,11472,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c536
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,FIESTA 32,IMPEX,DMT,Yes,Yes,Both,"Jinpin Electrical Co., Ltd.",China,,10900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c53b
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM43FHSA4,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c534
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM32HAA3,AMSTRAD,DMT,No,Yes,No,OVOT Pvt. Ltd.,India,,15001,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c539
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM32HSA4,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,2019,15501,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c53a
Bismi,Bismi Kadavanthara Bismi Hypermart ground DD Trade Tower Kaloor - Kadavanthara Rd katakana junction Kathrikadavu Ernakulam Kerala 682017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM49FHSA1,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,,39990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c538
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HIB,ONIDA,DMT,No,Yes,No,Mirc Electronics Ltd,India,,27190,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c618
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HF,ONIDA,DMT,No,Yes,Both,Mirc Electronics Ltd,India,August 2019,12500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c617
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Magna 32,IMPEX,DMT,No,No,No,KCM Appliances Pvt. Ltd. ,,September 2019,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c615
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,IXT 32,IMPEX,DMT,No,Yes,Both,KCM Appliances Pvt. Ltd. ,India,,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c616
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Gloria 43,IMPEX,DMT,No,Yes,No,KCM Appliances Pvt. Ltd. ,India,August 2018,28990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c614
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Fiesta 32,IMPEX,DMT,Yes,Yes,Both,"Jinpin Electrical Co., Ltd.",China,,11500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c613
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,G-TEN 55,G-TEN,DMT,No,No,No,Logic India Trading Company,India,September 2019,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c611
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Dios,DMT,No,No,No,"Jinpin Electrical Co., Ltd.",China,,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c610
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM32HSA3,AMSTRAD,DMT,No,Yes,No,OVOT Pvt. Ltd.,India,2019,13990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60d
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM43FHSA3,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,"September, 2019",29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60e
Bismi Hypermart,Bismi Beeva Tower NH 66 Service Road near Hindu Newspaper Vyttila Kochi Kerala 682019,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM49FHAA,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,,35990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c60f
Pitapillil,B.G Lucy Mall Opp Immanuel Marthoma Church Chempakassery Nagar Paruthippara Thiruvananthapuram Kerala 695011,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-43FX650D,PANASONIC ,DMT,No,No,No,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,49000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce3b
Pitapillil,B.G Lucy Mall Opp Immanuel Marthoma Church Chempakassery Nagar Paruthippara Thiruvananthapuram Kerala 695011,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-24F200DX,PANASONIC ,DMT,No,No,No,Dixon Technologies (India) Ltd,India,,10500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce3c
Pitapillil,B.G Lucy Mall Opp Immanuel Marthoma Church Chempakassery Nagar Paruthippara Thiruvananthapuram Kerala 695011,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-49GX600D,PANASONIC ,DMT,No,No,No,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,54900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce3a
Pitapillil,B.G Lucy Mall Opp Immanuel Marthoma Church Chempakassery Nagar Paruthippara Thiruvananthapuram Kerala 695011,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32FS600D,PANASONIC ,DMT,No,No,No,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,23500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce3e
