Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence 
Salkia Radio Enterprise,"97/99, Sree Aurobinda Road - Near Boro Sitala Mandir, Salkia, Howrah 711106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24LH454A,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2017,15990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2db
Salkia Radio Enterprise,"97/99, Sree Aurobinda Road - Near Boro Sitala Mandir, Salkia, Howrah 711106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24LK454A,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2018,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2de
Salkia Radio Enterprise,"97/99, Sree Aurobinda Road - Near Boro Sitala Mandir, Salkia, Howrah 711106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LM576BPTC,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2e4
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4043F,VU,DMT,No,Yes,Both,Expressluck Industrial (Shenzhen) Limited,China,,21990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c30e
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,65P8,TCL ,DMT,Yes,Yes,Both,,,,59990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c30d
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,SLM32-RR,Reshoki,DMT,No,Yes,No,,,,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c315
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4A PRO,Mi,DMT,No,Yes,Both,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,,13999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c314
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32M5-AL,Mi,DMT,No,No,No,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,,14999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c313
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32F2A,IFFALCON,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,13990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c30c
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32D2000,Haier,DMT,No,Yes,No,Videotex International Pvt. Ltd.,India,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c312
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32B9500WB,Haier,DMT,No,No,No,Haier Appliances (India) Pvt. Ltd,India,,14500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c30f
Viveks,"949, 24th Main Rd, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32K6500AG,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c30a
Raipur Electronics,"91,94 & 96 G.T. ROAD NORTH, WARD NO. 15 Howrah - 711 106, India",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43FN2S,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c29a
Raipur Electronics,"91,94 & 96 G.T. ROAD NORTH, WARD NO. 15 Howrah - 711 106, India",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L49FM2,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,2017,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c29b
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32A2A11A,SKYWORTH,DMT,No,Yes,Both,Skyquad Electronics & Appliances Pvt. Ltd.,India,,12000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a3
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-32SA4500X,SHARP,DMT,No,Yes,Both,PT. SHARP ELECTRONICS INDONESIA,INDONESIA,2017,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a2
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32 PE 9000HD,Panorama,DMT,No,Yes,Both,Malhotra Electronics Pvt Ltd,India,,12999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a1
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,GL32H0B0CF,LLOYD,DMT,No,No,No,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,2018,19290,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a0
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LK558BPTF,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2018,26490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c29e
Fairdeal International,"91,94 & 96 G.T. ROAD NORTH,  WARD NO. 15 Howrah - 711 106, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LM576B,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,25590,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c29f
Rajkamal Electronics and Home Appliances,8-1-431 Rashtrapati Rd Nala Bazar General Bazaar darga Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,3G300,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca83
Rajkamal Electronics and Home Appliances,8-1-431 Rashtrapati Rd Nala Bazar General Bazaar darga Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T7361HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,10300,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca82
Rajkamal Electronics and Home Appliances,8-1-431 Rashtrapati Rd Nala Bazar General Bazaar darga Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE49K6000B,Haier,DMT,Yes,Yes,Both,,,,16000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca84
Sri Kalyani house of Electronics,8-1-297 Rashtrapati Rd Maruthi Veedhi Shivaji Nagar Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,VRV32HHZFZ,Videocon,DMT,No,No,No,,,2017,10900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca7e
Sri Kalyani house of Electronics,8-1-297 Rashtrapati Rd Maruthi Veedhi Shivaji Nagar Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24HB1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca7c
Sri Kalyani house of Electronics,8-1-297 Rashtrapati Rd Maruthi Veedhi Shivaji Nagar Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40HG,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,18000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca7d
Lufti Optronics,"72A, Park St, Near 7 Point Crossing, Mullick Bazar, Beniapukur, Kolkata, West Bengal 700017",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,S32N,SKY,DMT,No,Yes,No,,,,11500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4a
Lufti Optronics,"72A, Park St, Near 7 Point Crossing, Mullick Bazar, Beniapukur, Kolkata, West Bengal 700017",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-24F200DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,10500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca48
Lufti Optronics,"72A, Park St, Near 7 Point Crossing, Mullick Bazar, Beniapukur, Kolkata, West Bengal 700017",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32E200DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,15500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca49
Lakshmi Electronics,7-2-638/639 OPP:-INDIAN OVERSEAS BANK Rashtrapati Rd Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LEO32HA,ONIDA,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,8490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca92
Lakshmi Electronics,7-2-638/639 OPP:-INDIAN OVERSEAS BANK Rashtrapati Rd Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HS451A,LLOYD,DMT,No,No,No,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,10490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca8f
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,V-3234,Videocon,DMT,No,Yes,No,,,2019,8900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca85
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24HB1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,7500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca8b
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L49FN2S,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,27900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca8a
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32HS451A,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,11500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca88
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H210MS,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,10900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca87
Raj Electronics and Home Appliances,7-1-949 Rashtrapati Rd Maruthi Veedhi Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H2M0QD,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,10490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca86
Great Eastern Electronics,66 Syed Amir Ali Ave Beck Bagan Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32M20,SKYWORTH,DMT,No,No,No,Radiant Appliances And Electronics Private Limited,China,,15000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb09
Great Eastern Electronics,66 Syed Amir Ali Ave Beck Bagan Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,M43U2,METZ,DMT,Yes,Yes,Both,Skyquad Electronics & Appliances Pvt. Ltd.,India,,36000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca9f
Great Eastern Electronics,66 Syed Amir Ali Ave Beck Bagan Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40K6500AG,Haier,DMT,No,Yes,Both,SHENZHEN MTC CO LTD,China,,24000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caa1
Great Eastern Electronics,66 Syed Amir Ali Ave Beck Bagan Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43F9000AP,Haier,DMT,No,Yes,Both,"Hefei Huike Jinyang Technology Co., Ltd",China,,28000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caa0
Great Eastern Electronics,66 Syed Amir Ali Ave Beck Bagan Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32K6000B,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,13000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caa2
Tirupathi Electronics,6-3-666/A1 To 7 Opp. NIMS Hospital Punjagutta Main Road Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-43GX500DX,PANASONIC ,DMT,No,Yes,Both,Panasonic India Pvt. Ltd,India,,35000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0df
Tirupathi Electronics,6-3-666/A1 To 7 Opp. NIMS Hospital Punjagutta Main Road Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-55GX750D,PANASONIC ,DMT,Yes,Yes,Both,PANASONIC INDIA ELECTRONICS PRIVATE LIMITED,India,,68000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0f0
Tirupathi Electronics,6-3-666/A1 To 7 Opp. NIMS Hospital Punjagutta Main Road Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-43GX600D,PANASONIC ,DMT,No,Yes,Both,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,37000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0e0
Tirupathi Electronics,6-3-666/A1 To 7 Opp. NIMS Hospital Punjagutta Main Road Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32GS490DX,PANASONIC ,DMT,No,Yes,Both,PANASONIC AVC NETWORKS INDIA CO.LTD.,India,,15000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0f1
Tirupathi Electronics,6-3-666/A1 To 7 Opp. NIMS Hospital Punjagutta Main Road Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32F200DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,12500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0de
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S62S,TCL ,DMT,Yes,No,No,Mirc Electronics Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c3
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,MiDE050v25,Mitashi,DMT,No,No,No,"Jinpin Electrical Co., Ltd. Zhuhai S.E.Z.",China,,29000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c0
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,MiDE043v38 FS,Mitashi,DMT,No,Yes,No,Genus Electrotech Limited,India,,29000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c1
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,MiDE032v02 HS,Mitashi,DMT,No,Yes,No,Expressluck Industrial (Shenzhen) Limited,China,,14500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c2
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LED-3221,Intex,DMT,No,No,No,Intex Technologies (India) Ltd.,India,,11500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0be
Sonovision,6-3-653/1 Near Erramanzil Bus Stop Somajiguda Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE 32 B9000,Haier,DMT,No,Yes,Holiday 1,Haier Appliances (India) Pvt. Ltd,India,,14500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0bd
Spar Hypermart,4th FloorOasis Center Plot no-30 3rd Floor Salarpuria Tech Point 100 Feet Rd Srinivagilu AVS Layout Koramangala Bengaluru Karnataka 56004,Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,SLT-3213DT,Soyer,DMT,No,Yes,No,Satkriti Infotainment Pvt Ltd,India,,7999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf7
Spar Hypermart,4th FloorOasis Center Plot no-30 3rd Floor Salarpuria Tech Point 100 Feet Rd Srinivagilu AVS Layout Koramangala Bengaluru Karnataka 56004,Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HDXSMART,Kodak,DMT,Yes,Yes,No,SPPL - Super Plastronics Pvt. Ltd. ,India,,9999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf6
Digital World,46 Rafi Ahmed Kidwai Rd Esplanade Mullick Bazar Park Street area Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HIW1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,11000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb03
Sound of Music,44A Rafi Ahmed Kidwai Rd Sector I Esplanade Taltala Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Weston,DMT,No,No,No,WESTWAY ELECTRONICS LTD.,India ,,8900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb00
Sound of Music,44A Rafi Ahmed Kidwai Rd Sector I Esplanade Taltala Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24,Gigil,DMT,No,No,No,,,,6900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cafd
Sound of Music,44A Rafi Ahmed Kidwai Rd Sector I Esplanade Taltala Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Gigil,DMT,No,No,No,,,,10000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cafe
Sound of Music,44A Rafi Ahmed Kidwai Rd Sector I Esplanade Taltala Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40,Gigil,DMT,No,No,No,,,,20000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caff
Sound of Music,44A Rafi Ahmed Kidwai Rd Sector I Esplanade Taltala Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4K,Gigil,DMT,No,No,No,,,,20000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb01
Snehanjali Electronics,"4, Heena Gaurav Heights, S. V. Road, Kandivali West, Malad, Kandivali, Mumbai, Maharashtra 400067, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49X7500F,SONY,DMT,No,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,Malaysia,,80600,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4c8
Snehanjali Electronics,"4, Heena Gaurav Heights, S. V. Road, Kandivali West, Malad, Kandivali, Mumbai, Maharashtra 400067, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,2T-C40AB2M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia ,,26800,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c543
Snehanjali Electronics,"4, Heena Gaurav Heights, S. V. Road, Kandivali West, Malad, Kandivali, Mumbai, Maharashtra 400067, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43RU7100,Samsung,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,,51990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c540
Snehanjali Electronics,"4, Heena Gaurav Heights, S. V. Road, Kandivali West, Malad, Kandivali, Mumbai, Maharashtra 400067, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49UK6360PTE,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,51000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c544
Snehanjali Electronics,"4, Heena Gaurav Heights, S. V. Road, Kandivali West, Malad, Kandivali, Mumbai, Maharashtra 400067, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43UM7300PTA,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,44500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c541
Shah's Electronics and Home appliances,4-2-16 17 18 Rashtrapati Rd Near Bata Showroom Old Bhoiguda Rani Gunj Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32SM,VU,DMT,Yes,Yes,Both,HISENSE INTERNATIONAL CO. LTD,China,,13000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca8e
Shah's Electronics and Home appliances,4-2-16 17 18 Rashtrapati Rd Near Bata Showroom Old Bhoiguda Rani Gunj Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L3D2900,TCL ,DMT,No,No,No,,,,13500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca8c
JD Electronics,4-1-825 JN Road near Rama Krishna Theatre Troop Bazaar Abids Hyderabad Telangana 500001,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,6500 FHD,Intex,DMT,No,Yes,Both,Intex Technologies (India) Ltd.,India,,50000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca93
JD Electronics,4-1-825 JN Road near Rama Krishna Theatre Troop Bazaar Abids Hyderabad Telangana 500001,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4016FHD,Intex,DMT,No,Yes,Both,Intex Technologies (India) Ltd.,India,,22000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca96
JD Electronics,4-1-825 JN Road near Rama Krishna Theatre Troop Bazaar Abids Hyderabad Telangana 500001,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,3,F&D,DMT,No,No,No,,,,8800,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca95
Khosla Electronics,37 Syed Amir Ali Ave Park Circus Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H0B0ZS,LLOYD,DMT,No,Yes,Holiday 1,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb05
